ID,代表名,別名1,別名2,別名3,別名4,別名5,別名7,別名8,別名9,別名10,別名11,将星録,烈風伝,嵐世記,蒼天録,天下創世,革新,天道,創造,大志,天翔記-誕生,将星録-誕生,烈風伝-誕生,嵐世記-誕生,蒼天録-誕生,天下創世-誕生,革新-誕生,天道-誕生,創造-誕生,大志-誕生,天翔記-死亡,将星録-死亡,烈風伝-死亡,嵐世記-死亡,蒼天録-死亡,天下創世-死亡,革新-死亡,天道-死亡,創造-死亡,大志-死亡,天翔記-列伝,将星録-列伝,烈風伝-列伝,嵐世記-列伝,蒼天録-列伝,天下創世-列伝,革新-列伝,天道-列伝,創造-列伝,大志-列伝,列伝-有効
1096,松平 家乗,松平 源次郎,,,,,,,,,,0,0,0,0,0,0,0,0,,1575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1614,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,徳川家臣。大給松平氏。元服の際に家康より一字を賜った。関ヶ原合戦では三河吉田城を守備し、戦後美濃岩村二万石を与えられた。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1
1097,奥平 忠昌,奥平 千福丸,,,,,,,,,,0,0,0,0,0,0,0,0,1864,1613,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1608,1668,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1668,家昌の嫡男。父の死後家督を相続し、下野宇都宮藩２代藩主となる。将軍家の信頼厚く、日光参詣の際には将軍が必ず忠昌の居城である宇都宮城に宿泊した。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,家昌の嫡男。父の急死後、７歳で家督を相続し、下野宇都宮藩２代藩主となる。のち下総古河に加増転封されるが、宇都宮釣天井事件後、宇都宮に再封された。,2
1098,阿部 正次,阿部 徳千代,,,,,,,,,,191,0,0,0,0,0,0,812,1431,1569,1569,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1569,1569,1647,1647,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1647,1647,徳川家臣。伏見城番などを歴任。大坂の陣では秀忠に従い出陣し、功を立てる。後に老中に就任、幕閣に重きをなした。辞任後は大坂城代となり、同地で没。,徳川家臣。伏見城番などを歴任。大坂の陣では秀忠に従い出陣し、功を立てる。後に老中に就任、幕政に重きをなした。辞任後は大坂城代となり、同地で没。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,徳川家臣。伏見城番などを歴任。大坂の陣では秀忠に従い出陣し、功を立てる。後に老中に就任、幕政に重きをなした。辞任後は大坂城代となり、同地で没。,徳川家臣。伏見城番などを歴任。大坂の陣では秀忠に従い出陣し、功を立てる。後に老中に就任、幕政に重きをなした。辞任後は大坂城代となり、同地で没。,4
1099,松平 康重,松平 次郎,,松平 左近丞,,,松井 康重,,,,,0,0,1434,0,0,0,0,0,1920,1568,#N/A,#N/A,1568,#N/A,#N/A,#N/A,#N/A,#N/A,1568,1640,#N/A,#N/A,1640,#N/A,#N/A,#N/A,#N/A,#N/A,1640,徳川家臣。父・康親の死後に家督を相続し、家康から一字を賜る。小田原合戦で活躍し、関東入国の際に武蔵寄居二万石を領した。後に和泉岸和田城主となる。,#N/A,#N/A,徳川家臣。父・康親の死後、主君・家康の偏諱を受けて家督を継いだ。小田原征伐で功を立て、戦後、武蔵寄居２万石を領す。のち和泉岸和田５万石を領した。,#N/A,#N/A,#N/A,#N/A,#N/A,徳川家臣。康親の長男。元服時に家康から一字を賜る。駿河沼津城を守り、北条家に備えた。小田原征伐で活躍し、関東入国の際に武蔵騎西２万石を領した。,3
1100,松平 康長,松平 虎千代,,松平 孫六郎,,,戸田 康長,,,,,0,0,1435,0,0,0,0,0,1855,1562,#N/A,#N/A,1562,#N/A,#N/A,#N/A,#N/A,#N/A,1562,1632,#N/A,#N/A,1632,#N/A,#N/A,#N/A,#N/A,#N/A,1633,徳川家臣。旧姓戸田。家康より松平姓を許される。高天神城攻めに初陣して以来各地で功を立てた。関ヶ原合戦では大垣城を攻略。後に信濃松本七万石を領す。,#N/A,#N/A,徳川家臣。主君・家康より松平姓を許された。遠江高天神城攻めで初陣し、以後各地で功を立てる。関ヶ原合戦では美濃大垣城を攻略するなど活躍した。,#N/A,#N/A,#N/A,#N/A,#N/A,徳川家臣。旧姓戸田。家康より松平姓を許される。高天神城攻めに初陣して以来各地で功を立てた。関ヶ原合戦では大垣城を攻略。後に信濃松本７万石を領す。,3
1101,鳥居 忠政,鳥居 新太郎,,,,,,,,,,0,0,1402,0,0,0,0,0,,1566,#N/A,#N/A,1566,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1628,#N/A,#N/A,1628,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,元忠の次男。父が伏見城で戦死した後家督相続。関ヶ原合戦・大坂の陣と江戸城留守居番を務め、東北方面の押さえとして、出羽山形二十二万石に封ぜられた。,#N/A,#N/A,徳川家臣。元忠の次男。父が伏見城で戦死したため、家督を相続。関ヶ原合戦・大坂の陣では江戸城留守居番を務めた。のちに出羽山形２２万石に封ぜられた。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
1102,徳川 忠長,徳川 国千代,徳川 国松,徳川 門松丸,,松平 忠長,,,,,,0,0,1394,0,0,0,0,0,,1606,#N/A,#N/A,1606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1634,#N/A,#N/A,1633,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,秀忠の三男。３代将軍の座を兄・家光と争うが祖父・家康に阻まれる。駿河などを領して駿河大納言と称されると、兄の勘気を蒙り、改易の上自害させられた。,#N/A,#N/A,秀忠の三男。３代将軍の座を兄・家光と争うが祖父・家康に阻まれる。駿河などを領して駿河大納言と称されるも、兄の勘気を蒙り、改易の上自害させられた。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
1103,徳川 義直,徳川 千々代丸,徳川 五郎太丸,徳川 義知,徳川 義利,徳川 義俊,松平 義直,,徳川 右兵衛督,,尾張 大納言,0,0,1396,0,0,0,0,0,1900,1600,#N/A,#N/A,1600,#N/A,#N/A,#N/A,#N/A,#N/A,1601,1650,#N/A,#N/A,1650,#N/A,#N/A,#N/A,#N/A,#N/A,1650,家康の九男。徳川御三家の一・尾張藩の藩祖で「剛」と評された。学問を好んで儒教を奨励、産業振興・税制整備・治水などを行い、幕藩体制の基礎を固めた。,#N/A,#N/A,家康の九男。徳川御三家の一・尾張藩の藩祖で「剛」と評された。学問を好んで儒教を奨励、産業振興・税制整備・治水などを行い、幕藩体制の基礎を固めた。,#N/A,#N/A,#N/A,#N/A,#N/A,家康の九男。徳川御三家の一・尾張藩の藩祖で「剛」と評された。学問を好んで儒教を奨励。産業振興、税制整備、治水などを行い、藩政の基礎を固めた。,3
1104,徳川 頼宣,徳川 長福丸,,徳川 頼将,徳川 頼信,松平 頼宣,,,,,,0,0,1397,0,0,0,0,0,1890,1602,#N/A,#N/A,1602,#N/A,#N/A,#N/A,#N/A,#N/A,1602,1672,#N/A,#N/A,1671,#N/A,#N/A,#N/A,#N/A,#N/A,1671,家康の十男。徳川御三家の一・紀州藩の藩祖で「勇」と評された。性格は血気盛んで、大坂の陣で後方の陣に置かれたことを涙を流して悔しがったという。,#N/A,#N/A,家康の十男。徳川御三家の一・紀州藩の藩祖で「勇」と評された。性格は血気盛んで、大坂の陣で後方の陣に置かれたことを涙を流して悔しがったという。,#N/A,#N/A,#N/A,#N/A,#N/A,家康の十男。徳川御三家の一・紀州藩の藩祖。血気盛んで「勇」と評された。大坂の陣で後方の陣に置かれたことを、涙を流して悔しがったという。,3
1105,徳川 頼房,徳川 鶴千代丸,,,,松平 頼房,水戸 頼房,,,,,0,0,1398,0,0,0,0,0,1850,1603,#N/A,#N/A,1603,#N/A,#N/A,#N/A,#N/A,#N/A,1603,1661,#N/A,#N/A,1661,#N/A,#N/A,#N/A,#N/A,#N/A,1661,家康の十一男。徳川御三家の一・水戸藩の藩祖で「才」と評された。幼少より才気溢れ、家康の寵愛を受けた。家康に希望を尋ねられ「天下」と答えたという。,#N/A,#N/A,家康の十一男。徳川御三家の一・水戸藩の藩祖で「才」と評された。幼少より才気溢れ、家康の寵愛を受けた。家康に希望を尋ねられ「天下」と答えたという。,#N/A,#N/A,#N/A,#N/A,#N/A,家康の十一男。徳川御三家の一・水戸藩の藩祖で「才」と評された。幼少より才気溢れ、家康の寵愛を受けた。家康に希望を尋ねられ「天下」と答えたという。,3
1106,松平 家清,,,,,,,,,,,0,0,0,0,0,0,0,0,,1566,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1610,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,徳川家臣。元服の際に家康の一字を賜った。関東入国の際に武蔵八幡山一万石を与えられる。関ヶ原合戦の際は清洲城を守備、戦後三河吉田三万石を領した。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1
1107,酒井 忠勝,酒井 与七郎,,,,,,,,,,196,530,453,459,306,307,392,463,307,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,徳川家臣。関ヶ原合戦で初陣。家康より家綱まで四人の将軍に仕え、老中・大老として内政・外交全般に活躍、家綱から「名臣第一」と評された大政治家。,徳川家臣。関ヶ原合戦で初陣。家康から４代の将軍に仕え、老中・大老として内政・外交全般に活躍した。４代将軍・家綱から「名臣第一」と評された。,徳川家臣。関ヶ原合戦で初陣。家康から４代の将軍に仕え、老中・大老として内政・外交全般に活躍した。４代将軍・家綱から「名臣第一」と評された。,徳川家臣。関ヶ原合戦で初陣。家康・秀忠・家光・家綱と将軍四代に仕える。老中・大老を務めて内政・外交全般に活躍した。家綱に「名臣第一」と評された。,徳川家臣。関ヶ原合戦で初陣。家康・秀忠・家光・家綱と将軍４代に仕える。老中や大老を務めて内政・外交全般に活躍した。家綱に「名臣第一」と評された。,徳川家臣。関ヶ原合戦で初陣。家康・秀忠・家光・家綱と将軍４代に仕える。老中や大老を務めて内政・外交全般に活躍した。家綱に「名臣第一」と評された。,徳川家臣。関ヶ原合戦で初陣。家康・秀忠・家光・家綱と将軍４代に仕える。老中や大老を務めて内政・外交全般に活躍した。家綱に「名臣第一」と評された。,徳川家臣。関ヶ原合戦で初陣。家康・秀忠・家光・家綱と将軍４代に仕える。老中や大老を務めて内政・外交全般に活躍した。家綱に「名臣第一」と評された。,徳川家臣。関ヶ原合戦で初陣。家康・秀忠・家光・家綱と将軍４代に仕える。老中や大老を務めて内政・外交全般に活躍した。家綱に「名臣第一」と評された。,徳川家臣。関ヶ原合戦で初陣。家康・秀忠・家光・家綱と将軍４代に仕える。老中や大老を務めて内政・外交全般に活躍した。家綱に「名臣第一」と評された。,10
1108,諏訪 頼水,諏訪 小太郎,,,,,,,,,,0,0,1384,0,1087,0,0,0,1884,1570,#N/A,#N/A,1570,#N/A,1570,#N/A,#N/A,#N/A,1571,1641,#N/A,#N/A,1641,#N/A,1641,#N/A,#N/A,#N/A,1641,頼忠の嫡男。信濃国高島藩二万七千石の藩祖。内政に励み領国の安定に努めた。改易され蟄居処分となった家康六男・松平忠輝の身元を預かり、優遇している。,#N/A,#N/A,信濃高島藩主。頼忠の嫡男。父の死後家督を継ぎ、２万７千石を領した。内政に励み領国の安定に尽力。改易され蟄居処分を受けた松平忠輝の身元を預かった。,#N/A,信濃高島藩主。頼忠の嫡男。父の死後家督を継ぎ、２万７千石を領した。内政に励み領国の安定に尽力。改易され蟄居処分を受けた松平忠輝の身元を預かった。,#N/A,#N/A,#N/A,頼忠の嫡男。信濃高島藩主。父の死後家督を継ぎ、２万７千石を領した。内政に励み領国の安定に尽力。改易され蟄居処分を受けた松平忠輝を預かった。,4
1109,板倉 重宗,板倉 十三郎,,,,,,,,,,0,0,1344,0,0,0,0,0,,1586,#N/A,#N/A,1586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1656,#N/A,#N/A,1656,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,勝重の嫡男。徳川家康に近侍した三臣の内の一人。関ヶ原合戦、大坂の陣に従軍した。父の死後京都所司代となり、西国諸大名の監視および支配強化に努めた。,#N/A,#N/A,徳川家臣。勝重の嫡男。永井尚政、井上元就とともに、秀忠近侍の三臣と呼ばれた。父の死後京都所司代となり、西国諸大名の監視および支配強化に努めた。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
1110,板倉 重昌,,,,,,,,,,,0,0,1345,0,0,0,0,0,,1588,#N/A,#N/A,1588,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1638,#N/A,#N/A,1638,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,勝重の三男。三河深溝藩主。島原の乱の鎮圧軍の総大将となるが成果を挙げられなかった。老中・松平信綱の派遣決定に発奮、原城に総攻撃を掛けたが敗死。,#N/A,#N/A,徳川家臣。勝重の三男。三河深溝藩主。島原の乱の鎮圧に努める。しかし老中・松平信綱の派遣が決まると、突然、原城に総攻撃を掛けて敗北、戦死した。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
1111,内藤 信成,内藤 三左衛門,,,,,,,,,,0,0,0,0,0,0,0,815,1435,1546,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1545,1545,1612,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1612,1612,徳川家臣。三方ヶ原の合戦では殿軍を率い、長篠の合戦では先陣として活躍するなど多くの戦功を立てた。後に近江長浜で四万石の大名となった。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,徳川家臣。幼少より家康に仕える。三方ヶ原の戦いでは殿軍を務めた。関ヶ原合戦後に駿府、次いで近江長浜を治める。一説には家康の異父弟だという。,徳川家臣。幼少より家康に仕える。三方ヶ原の戦いでは殿軍を務めた。関ヶ原合戦後に駿府、次いで近江長浜を治める。一節には家康の異父弟だという。,3
1112,中村 氏次,,,,,,,,,,,0,0,1406,0,0,0,0,0,,1556,#N/A,#N/A,1556,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,????,#N/A,#N/A,1600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,一氏の弟。駿河沼津城三万石を領した。関ヶ原合戦の直前に兄が急死したため、代わって東軍として参戦するが、前哨戦の杭瀬川の戦いで島左近に敗れた。,#N/A,#N/A,豊臣家臣。一氏の弟。駿河沼津３万石を領す。兄が急死したため、代わりに関ヶ原合戦に東軍として参加する。前哨戦・杭瀬川合戦で島清興と戦い、敗れた。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
1113,中村 一忠,中村 一学,,,,,,,,,,0,0,0,0,0,0,0,0,,1590,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1609,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,一氏の嫡男。関ヶ原合戦直前に急死した父の後を継いで東軍に参加。戦後松平姓を与えられて伯耆国米子城主となるが、早世。世継ぎがいないため除封された。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1
1114,松下 重綱,松下 右兵衛尉,,,,,,,,,,0,0,1431,0,0,0,0,0,,1579,#N/A,#N/A,1579,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1627,#N/A,#N/A,1627,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,豊臣秀次に仕えた後、関ヶ原合戦では東軍に参加、石田三成の軍勢と戦った。大坂の陣においても戦功を立て、最終的に陸奥二本松五万石を治めた。,#N/A,#N/A,豊臣家臣。父・之綱は若い頃の豊臣秀吉を養っていたことで知られる。関ヶ原合戦では東軍に属した。大坂の陣での功などにより、陸奥二本松５万石を領した。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
1115,堀尾 忠氏,堀尾 弥助,,,,,,,,,帯刀 先生,0,0,1423,0,0,0,0,913,1478,1578,#N/A,#N/A,1578,#N/A,#N/A,#N/A,#N/A,1578,1578,1604,#N/A,#N/A,1604,#N/A,#N/A,#N/A,#N/A,1604,1604,吉晴の次男。徳川秀忠の一字を賜る。関ヶ原合戦では秀忠軍に従い功を立てた。戦後出雲・隠岐二十四万石に加増転封されるが、父に先立ち早世した。,#N/A,#N/A,豊臣家臣。吉晴の次男。徳川秀忠の偏諱を受ける。関ヶ原合戦では秀忠軍に従い功を立てた。戦後、出雲・隠岐２４万石に加増されるが、父に先立ち早世した。,#N/A,#N/A,#N/A,#N/A,豊臣家臣。吉晴の次男。徳川秀忠の偏諱を受ける。関ヶ原合戦では秀忠軍に従い功を立てた。戦後、出雲・隠岐２４万石に加増されるが、父に先立ち早世した。,豊臣家臣。吉晴の次男。徳川秀忠の偏諱を受ける。関ヶ原合戦では秀忠軍に従い功を立てた。戦後、出雲・隠岐２４万石に加増されるが、父に先立ち早世した。,4
1116,有馬 則頼,有馬 源次郎,有馬 無清,,,,,兵部卿法印,刑部卿法印,,有馬 梅林院,0,0,975,1056,1052,1042,982,1308,1042,1533,#N/A,#N/A,1533,1533,1533,1533,1533,1533,1533,1602,#N/A,#N/A,1602,1602,1602,1602,1602,1602,1602,播磨赤松家の支流。豊臣秀吉に仕える。毛利氏攻め、九州征伐、朝鮮出兵など大きな戦いに常に従軍。秀吉の死後は徳川家康に仕えて関ヶ原合戦に参加した。,#N/A,#N/A,播磨の豪族。重則の子。豊臣秀吉に仕え九州征伐、朝鮮派兵などに従軍。秀吉の死後は徳川家康に仕えて関ヶ原合戦に従軍し、戦後、摂津三田３万石を領した。,播磨の豪族。重則の子。豊臣秀吉に仕え九州征伐、朝鮮派兵などに従軍。秀吉の死後は徳川家康に仕えて関ヶ原合戦に従軍し、戦後、摂津三田３万石を領した。,播磨の豪族。重則の子。豊臣秀吉に仕え九州征伐、朝鮮派兵などに従軍。秀吉の死後は徳川家康に仕えて関ヶ原合戦に従軍し、戦後、摂津三田３万石を領した。,播磨の豪族。重則の子。豊臣秀吉に仕え九州征伐、朝鮮派兵などに従軍。秀吉の死後は徳川家康に仕えて関ヶ原合戦に従軍し、戦後、摂津三田３万石を領した。,播磨の豪族。重則の子。豊臣秀吉に仕え九州征伐、朝鮮派兵などに従軍。秀吉の死後は徳川家康に仕えて関ヶ原合戦に従軍し、戦後、摂津三田３万石を領した。,播磨の豪族。重則の子。豊臣秀吉に仕え九州征伐、朝鮮派兵などに従軍。秀吉の死後は徳川家康に仕えて関ヶ原合戦に従軍し、戦後、摂津三田３万石を領した。,播磨の豪族。重則の子。豊臣秀吉に仕え九州征伐、朝鮮派兵などに従軍。秀吉の死後は徳川家康に仕えて関ヶ原合戦に従軍し、戦後、摂津三田３万石を領した。,8
1117,有馬 豊氏,有馬 万助,,,,,,,,,有馬 春林院,456,701,976,1057,1053,1043,983,1309,1043,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1642,1642,1642,1642,1642,1642,1642,1642,1642,1642,則頼の嫡男。初め豊臣秀吉、後に徳川家康に仕える。関ヶ原合戦・大坂の陣で活躍し、大坂の陣後筑後久留米二十一万石に封ぜられる。島原の乱にも参戦した。,則頼の嫡男。初め豊臣秀吉、のちに徳川家康に仕える。関ヶ原合戦、大坂の陣で活躍し、筑後久留米２１万石を領した。島原の乱にも参戦した。,則頼の嫡男。初め豊臣秀吉、のちに徳川家康に仕える。関ヶ原合戦、大坂の陣で活躍し、筑後久留米２１万石を領した。島原の乱にも参戦した。,豊臣家臣。則頼の嫡男。秀吉の死後は徳川家康に属し、関ヶ原合戦、大坂の両陣で戦功を挙げ、筑後久留米２１万石を領した。島原の乱の鎮圧にも功を立てた。,豊臣家臣。則頼の嫡男。秀吉の死後は徳川家康に属し、関ヶ原合戦、大坂の両陣で戦功を立て、筑後久留米２１万石を領した。島原の乱の鎮圧にも功を立てた。,豊臣家臣。則頼の嫡男。秀吉の死後は徳川家康に属し、関ヶ原合戦、大坂の両陣で戦功を立て、筑後久留米２１万石を領した。島原の乱の鎮圧にも功を立てた。,豊臣家臣。則頼の嫡男。秀吉の死後は徳川家康に属し、関ヶ原合戦、大坂の両陣で戦功を立て、筑後久留米２１万石を領した。島原の乱の鎮圧にも功を立てた。,豊臣家臣。則頼の嫡男。秀吉の死後は徳川家康に属し、関ヶ原合戦、大坂の両陣で戦功を立て、筑後久留米２１万石を領した。島原の乱の鎮圧にも功を立てた。,豊臣家臣。則頼の嫡男。秀吉の死後は徳川家康に属し、関ヶ原合戦、大坂の両陣で戦功を立て、筑後久留米２１万石を領した。島原の乱の鎮圧にも功を立てた。,豊臣家臣。則頼の嫡男。秀吉の死後は徳川家康に属し、関ヶ原合戦、大坂の両陣で戦功を立て、筑後久留米２１万石を領した。島原の乱の鎮圧にも功を立てた。,10
1118,堀尾 忠晴,,,,,,,,,,,0,0,1424,0,0,0,0,0,1940,1599,#N/A,#N/A,1599,#N/A,#N/A,#N/A,#N/A,#N/A,1599,1633,#N/A,#N/A,1633,#N/A,#N/A,#N/A,#N/A,#N/A,1633,忠氏の子。父が早世したため、６歳で家督を継ぐ。代わりに祖父・吉晴が藩政を指導した。福島正則改易の際には広島城受取りを担当。死後嗣子がなく断絶。,#N/A,#N/A,出雲松江藩主。忠氏の子。父の早世により６歳で家督。祖父・吉晴が藩政を指導した。福島正則改易の際には広島城を受け取る。死後、嗣子がなく断絶した。,#N/A,#N/A,#N/A,#N/A,#N/A,忠氏の長男。父が早世し幼くして家督を継ぎ祖父・吉晴の後見を受けた。大坂冬の陣で活躍したが軍法違反に問われた時見事に切り返して周囲を感心させた。,3
1119,山内 忠義,山内 国松,,,,,,,,,,0,0,1447,0,0,0,0,770,1479,1592,#N/A,#N/A,1592,#N/A,#N/A,#N/A,#N/A,1592,1592,1664,#N/A,#N/A,1664,#N/A,#N/A,#N/A,#N/A,1665,1665,一豊の弟・康豊の子。一豊に子がなかったため養子となり、土佐高知二十四万石を継ぐ。大坂冬の陣には参戦したが、夏の陣の際は暴風雨に遭遇し参戦できず。,#N/A,#N/A,豊臣家臣。康豊の子。伯父・一豊に子がなかったため、養子となって土佐２４万石を継いだ。大坂夏の陣の際は、暴風雨に遭遇したために参戦できなかった。,#N/A,#N/A,#N/A,#N/A,豊臣家臣。康豊の子。伯父・一豊に子がなかったため、養子となって土佐２４万石を継いだ。大坂夏の陣の際は、暴風雨に遭遇したために参戦できなかった。,豊臣家臣。康豊の子。伯父・一豊に子がなかったため、養子となって土佐２４万石を継いだ。大坂夏の陣の際は、暴風雨に遭遇したために参戦できなかった。,4
1120,池田 長吉,池田 藤三郎,,,,,,,,,,0,0,0,0,0,0,0,872,1454,1570,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1570,1570,1614,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1614,1614,恒興の三男。豊臣秀吉に仕え、小牧・長久手の合戦・九州征伐・小田原攻めなどで活躍。秀吉の死後は徳川家康に従い、関ヶ原合戦では岐阜城を攻め落とした。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,恒興の三男。輝政の弟。秀吉の養子として豊臣家の天下統一事業に寄与。関ヶ原合戦では東軍に属して武功を挙げ、家康より加増を受けて因幡鳥取藩主となる。,恒興の三男。輝政の弟。秀吉の養子として豊臣家の天下統一事業に寄与。関ヶ原合戦では東軍に属して武功を挙げ、家康より加増を受けて因幡鳥取藩主となる。,3
1121,池田 利隆,池田 新蔵,,池田 輝直,池田 宣隆,池田 玄隆,,,,,松平 武蔵守 利隆,0,0,1334,0,0,0,0,954,1453,1584,#N/A,#N/A,1584,#N/A,#N/A,#N/A,#N/A,1584,1584,1616,#N/A,#N/A,1616,#N/A,#N/A,#N/A,#N/A,1616,1616,輝政の嫡男。「姫路宰相」と呼ばれた父の死後播磨、姫路五十二万石を継ぐ。後わずか三年で急逝。継母・督姫が実子・忠継を後継とするため毒殺したという。,#N/A,#N/A,徳川家臣。輝政の嫡男。父の死後、播磨姫路５２万石を継ぐが、治世わずか３年で急逝した。継母・督姫が実子・忠継を後継とするために毒殺したという。,#N/A,#N/A,#N/A,#N/A,徳川家臣。輝政の嫡男。父の死後、播磨姫路５２万石を継ぐが、治世わずか３年で急逝した。継母・督姫が実子・忠継を後継とするために毒殺したという。,徳川家臣。輝政の嫡男。父の死後、播磨姫路５２万石を継ぐが、治世わずか３年で急逝した。継母・督姫が実子・忠継を後継とするために毒殺したという。,4
1122,池田 光政,池田 新太郎,,池田 幸隆,,,,,,,,0,0,0,0,0,0,0,0,1926,1609,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1609,1682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1682,利隆の嫡男。徳川家光より一字を賜る。備前岡山三十一万石の藩主。儒学を奨励して学校を興し、また領民の生活向上に努めて岡山藩政の基礎を固めた名君。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,利隆の嫡男。徳川家光より一字を賜る。備前岡山３１万石の藩主。儒学を奨励して学校を興し、また領民の生活向上に努めて岡山藩政の基礎を固めた名君。,2
1123,石川 貞清,石川 光吉,石川 兵蔵,石川 三吉,,,,,石川 備前守,,石川 宗林,0,0,1338,0,0,0,0,936,1486,1561,#N/A,#N/A,1559,#N/A,#N/A,#N/A,#N/A,1561,1561,1625,#N/A,#N/A,1625,#N/A,#N/A,#N/A,#N/A,1626,1626,豊臣家臣。尾張犬山城主を務める。関ヶ原合戦で西軍に加わったために改易処分となる。その後は剃髪して宗林と号し、京都に住んで金融業を営んだ。,#N/A,#N/A,豊臣家臣。尾張犬山城主を務める。関ヶ原合戦では西軍に属して勇戦。戦後、改易されるが死は免れる。その後は剃髪して宗林と号し、京都で金融業を営んだ。,#N/A,#N/A,#N/A,#N/A,豊臣家臣。尾張犬山城主を務める。関ヶ原合戦では西軍に属して勇戦。戦後、改易されるが死は免れる。その後は剃髪して宗林と号し、京都で金融業を営んだ。,豊臣家臣。尾張犬山城主を務める。関ヶ原合戦では西軍に属して勇戦。戦後、改易されるが死は免れる。その後は剃髪して宗林と号し、京都で金融業を営んだ。,4
1124,市橋 長勝,市橋 九郎左衛門,,,,,,,,,,0,0,1346,0,0,0,0,0,1939,1557,#N/A,#N/A,1557,#N/A,#N/A,#N/A,#N/A,#N/A,1557,1620,#N/A,#N/A,1620,#N/A,#N/A,#N/A,#N/A,#N/A,1620,豊臣家臣。九州征伐、小田原攻めに参陣する。関ヶ原合戦では東軍に味方して、大坂の陣にも従軍。その功によって加増され越後三条四万千石余を統治した。,#N/A,#N/A,豊臣家臣。美濃今尾城主。九州征伐、小田原征伐などに従軍。関ヶ原合戦では東軍に属し、丸毛兼利が守る美濃福束城を落とすなど活躍、１万石を加増された。,#N/A,#N/A,#N/A,#N/A,#N/A,豊臣家臣。九州征伐、小田原征伐に参陣する。関ヶ原合戦では東軍に味方して、大坂の陣にも従軍。その功によって加増され越後三条４万１千石余を領した。,3
